cell,species,cell_types,genes,genome
2162,Lateolabracidae_2162,120,,
2163,Bathyclupeidae_2163,120,,
2164,Leptoscopidae_2164,120,,
2165,Champsodontidae_2165,120,,
2166,Percophidae_2166,120,,
2167,Creediidae_2167,120,,
2168,Glaucosomatidae_2168,120,,
2169,Pempheridae_2169,120,,
2170,Zanclorhynchidae_2170,120,,
2171,Congiopodidae_2171,120,,
2172,Neosebastidae_2172,120,,725.09
2173,Normanichthyidae_2173,120,,695.89
2174,Apistidae_2174,120,,
2175,Serranidae_2175,120,,1043.73
2176,Trachinidae_2176,120,,
2177,Scorpaenidae_2177,120,,784.19
2178,Sebastidae_2178,120,,
2179,Caracanthidae_2179,120,,
2180,Setarchidae_2180,120,,
2181,Synanceiidae_2181,120,,
2182,Tetrarogidae_2182,120,,
2183,Pataecidae_2183,120,,
2184,Aploactinidae_2184,120,,
2185,Anoplopomatidae_2185,120,,
2186,Hexagrammidae_2186,120,,645.89
2187,Agonidae_2187,120,,
2188,Rhamphocottidae_2188,120,,
2189,Ereuniidae_2189,120,,563.61
2190,Psychrolutidae_2190,120,,
2191,Cottidae_2191,120,,
2192,Jordaniidae_2192,120,,
2193,Cyclopteridae_2193,120,,572.89
2194,Liparidae_2194,120,,
2195,Trichodontidae_2195,120,,
2196,Zaniolepididae_2196,120,,498.98
2197,Hypoptychidae_2197,120,,
2198,Aulorhynchidae_2198,120,,588.73
2199,Gasterosteidae_2199,120,,471.89
2200,Bathymasteridae_2200,120,,
2201,Bathymasteridae_2201,120,,
2202,Stichaeidae_2202,120,,593
2203,Stichaeidae_2203,120,,593
2204,Stichaeidae_2204,120,,593
2205,Cryptacanthodidae_2205,120,,
2206,Zaproridae_2206,120,,
2207,Zoarcidae_2207,120,,
2208,Ptilichthyidae_2208,120,,
2209,Pholidae_2209,120,,
2210,Anarhichadidae_2210,120,,
2211,Zoarcidae_2211,120,,
2212,Gnathanacanthidae_2212,120,,
2213,Peristediidae_2213,120,,
2214,Triglidae_2214,120,,
2215,Niphonidae_2215,120,,926.36
2216,Percidae_2216,120,,
2217,Hoplichthyidae_2217,120,,
2218,Bembridae_2218,120,,
2219,Plectrogeniidae_2219,120,,
2220,Parabembridae_2220,120,,
2221,Platycephalidae_2221,120,,
2222,Bovichtidae_2222,120,,609.39
2223,Bathydraconidae_2223,120,,996.89
2224,Bathydraconidae_2224,120,,
2225,Bathydraconidae_2225,120,,
2226,Channichthyidae_2226,120,,
2227,Harpagiferidae_2227,120,,
2228,Artedidraconidae_2228,120,,623.45
2229,Nototheniidae_2229,120,,926.36
2230,Eleginopidae_2230,120,,
2231,Pseudaphritidae_2231,120,,
2232,Scatophagidae_2232,120,,
2233,Cepolidae_2233,120,,
2234,Priacanthidae_2234,120,,
2235,Triodontidae_2235,120,,
2236,Monacanthidae_2236,120,,
2237,Balistidae_2237,120,,
2238,Triacanthidae_2238,120,,549.95
2239,Triacanthodidae_2239,120,,639.45
2240,Molidae_2240,120,,
2241,Diodontidae_2241,120,,474.31
2242,Tetraodontidae_2242,120,,
2243,Ostraciidae_2243,120,,
2244,Aracanidae_2244,120,,
2245,Lophiidae_2245,120,,
2246,Chaunacidae_2246,120,,
2247,Melanocetidae_2247,120,,
2248,Himantolophidae_2248,120,,
2249,Oneirodidae_2249,120,,
2250,Ceratiidae_2250,120,,
2251,Caulophrynidae_2251,120,,
2252,Diceratiidae_2252,120,,
2253,Thaumatichthyidae_2253,120,,
2254,Linophrynidae_2254,120,,
2255,Centrophrynidae_2255,120,,
2256,Neoceratiidae_2256,120,,
2257,Gigantactinidae_2257,120,,
2258,Ogcocephalidae_2258,120,,
2259,Brachionichthyidae_2259,120,,
2260,Tetrabrachiidae_2260,120,,747.36
2261,Antennariidae_2261,120,,
2262,Caproidae_2262,120,,
2263,Ephippidae_2263,120,,
2264,Drepaneidae_2264,120,,644.21
2265,Drepaneidae_2265,120,,
2266,Ephippidae_2266,120,,
2267,Sillaginidae_2267,120,,
2268,Moronidae_2268,120,,
2269,Centrogenyidae_2269,120,,519.24
2270,Labridae_2270,120,,
2271,Labridae_2271,120,,
2272,Labridae_2272,120,,
2273,Labridae_2273,120,,
2274,Odacidae_2274,120,,
2275,Labridae_2275,120,,
2276,Uranoscopidae_2276,120,,
2277,Pinguipedidae_2277,120,,
2278,Cheimarrichthyidae_2278,120,,
2279,Pinguipedidae_2279,120,,
2280,Ammodytidae_2280,120,,1173.47
2281,Gerreidae_2281,120,,643.08
2282,Trichonotidae_2282,120,,703.3
2283,Eleotridae_2283,120,,
2284,Eleotridae_2284,120,,
2285,Milyeringidae_2285,120,,
2286,Kraemeriidae_2286,120,,
2287,Rhyacichthyidae_2287,120,,
2288,Rhyacichthyidae_2288,120,,
2289,Odontobutidae_2289,120,,
2290,Gobiidae_2290,120,,
2291,Schindleriidae_2291,120,,865.26
2292,Thalasseleotrididae_2292,120,,
2293,Kurtidae_2293,120,,955.75
2294,Apogonidae_2294,120,,1342.66
2295,Aulostomidae_2295,120,,618.75
2296,Centriscidae_2296,120,,381.32
2297,Dactylopteridae_2297,120,,
2298,Mullidae_2298,120,,533.32
2299,Callionymidae_2299,120,,
2300,Draconettidae_2300,120,,568.71
2301,Fistulariidae_2301,120,,593.18
2302,Syngnathidae_2302,120,,
2303,Solenostomidae_2303,120,,
2304,Pegasidae_2304,120,,
2305,Gempylidae_2305,120,,
2306,Trichiuridae_2306,120,,
2307,Bramidae_2307,120,,
2308,Scombrolabracidae_2308,120,,576.98
2309,Scombridae_2309,120,,
2310,Pomatomidae_2310,120,,
2311,Centrolophidae_2311,120,,
2312,Caristiidae_2312,120,,
2313,Tetragonuridae_2313,120,,
2314,Icosteidae_2314,120,,
2315,Ariommatidae_2315,120,,
2316,Nomeidae_2316,120,,
2317,Stromateidae_2317,120,,
2318,Scombropidae_2318,120,,
2319,Arripidae_2319,120,,
2320,Chiasmodontidae_2320,120,,350.45
2321,Batrachoididae_2321,120,,1128.44
2322,Holocentridae_2322,120,,649.76
2323,Berycidae_2323,120,,
2324,Melamphaidae_2324,120,,533.27
2325,Stephanoberycidae_2325,120,,545.76
2326,Barbourisiidae_2326,120,,568.6
2327,Cetomimidae_2327,120,,404.87
2328,Rondeletiidae_2328,120,,
2329,Anoplogasteridae_2329,120,,404.85
2330,Monocentridae_2330,120,,
2331,Anomalopidae_2331,120,,556.02
2332,Trachichthyidae_2332,120,,535.05
2333,Diretmidae_2333,120,,672.6
2334,Amblyopsidae_2334,120,,
2335,Aphredoderidae_2335,120,,404.85
2336,Percopsidae_2336,120,,458.09
2337,Polymixiidae_2337,120,,554.9
2338,Macrouridae_2338,120,,431.2
2339,Macrouridae_2339,120,,431.2
2340,Steindachneriidae_2340,120,,416.39
2341,Merlucciidae_2341,120,,414.32
2342,Lotidae_2342,120,,412.73
2343,Gadidae_2343,120,,428.79
2344,Gaidropsaridae_2344,120,,412.73
2345,Phycidae_2345,120,,416.77
2346,Melanonidae_2346,120,,
2347,Moridae_2347,120,,306.5
2348,Euclichthyidae_2348,120,,432.9
2349,Merlucciidae_2349,120,,414.32
2350,Bregmacerotidae_2350,120,,1144.1
2351,Muraenolepididae_2351,120,,
2352,Stylephoridae_2352,120,,488.49
2353,Zeidae_2353,120,,
2354,Cyttidae_2354,120,,
2355,Oreosomatidae_2355,120,,
2356,Grammicolepididae_2356,120,,610.43
2357,Parazenidae_2357,120,,
2358,Zenionidae_2358,120,,546.51
2359,Myctophidae_2359,120,,
2360,Neoscopelidae_2360,120,,
2361,Bathysauridae_2361,120,,
2362,Ipnopidae_2362,120,,
2363,Giganturidae_2363,120,,707.99
2364,Paralepididae_2364,120,,
2365,Alepisauridae_2365,120,,
2366,Paralepididae_2366,120,,
2367,Evermannellidae_2367,120,,
2368,Scopelarchidae_2368,120,,676.31
2369,Notosudidae_2369,120,,
2370,Chlorophthalmidae_2370,120,,
2371,Paraulopidae_2371,120,,
2372,Pseudotrichonotidae_2372,120,,
2373,Synodontidae_2373,120,,
2374,Aulopidae_2374,120,,
2375,Synodontidae_2375,120,,
2376,Ateleopodidae_2376,120,,
2377,Galaxiidae_2377,120,,
2378,Retropinnidae_2378,120,,539.6
2379,Osmeridae_2379,120,,
2380,Plecoglossidae_2380,120,,
2381,Salangidae_2381,120,,
2382,Osmeridae_2382,120,,34.38
2383,Phosichthyidae_2383,120,,
2384,Sternoptychidae_2384,120,,
2385,Phosichthyidae_2385,120,,
2386,Diplophidae_2386,120,,
2387,Gonostomatidae_2387,120,,490.88
2388,Stomiidae_2388,120,,
2389,Salmonidae_2389,120,,2068.07
2390,Umbridae_2390,120,,
2391,Esocidae_2391,120,,
2392,Umbridae_2392,120,,
2393,Umbridae_2393,120,,855.5
2394,Bathylagidae_2394,120,,
2395,Opisthoproctidae_2395,120,,
2396,Argentinidae_2396,120,,
2397,Microstomatidae_2397,120,,918.75
2398,Rhamphichthyidae_2398,120,,
2399,Hypopomidae_2399,120,,430.36
2400,Gymnotidae_2400,120,,
2401,Apteronotidae_2401,120,,
2402,Sternopygidae_2402,120,,589.36
2403,Claroteidae_2403,120,,758.97
2404,Bagridae_2404,120,,
2405,Akysidae_2405,120,,
2406,Amblycipitidae_2406,120,,789.8
2407,Sisoridae_2407,120,,
2408,Claroteidae_2408,120,,758.97
2409,Schilbidae_2409,120,,
2410,Ailiidae_2410,120,,821.75
2411,Schilbidae_2411,120,,
2412,Ailiidae_2412,120,,821.75
2413,Ailiidae_2413,120,,821.75
2414,Ailiidae_2414,120,,821.75
2415,Malapteruridae_2415,120,,
2416,Mochokidae_2416,120,,
2417,Amphiliidae_2417,120,,
2418,Chacidae_2418,120,,570.81
2419,Plotosidae_2419,120,,
2420,Pangasiidae_2420,120,,
2421,Cranoglanididae_2421,120,,
2422,Ictaluridae_2422,120,,
2423,Siluridae_2423,120,,
2424,Anchariidae_2424,120,,
2425,Ariidae_2425,120,,
2426,Pimelodidae_2426,120,,
2427,Pseudopimelodidae_2427,120,,
2428,Heptapteridae_2428,120,,1030
2429,Auchenipteridae_2429,120,,
2430,Doradidae_2430,120,,
2431,Heteropneustidae_2431,120,,868.5
2432,Clariidae_2432,120,,
2433,Bagridae_2433,120,,
2434,Lacantuniidae_2434,120,,
2435,Auchenoglanididae_2435,120,,
2436,Cetopsidae_2436,120,,
2437,Aspredinidae_2437,120,,
2438,Diplomystidae_2438,120,,
2439,Nematogenyidae_2439,120,,
2440,Trichomycteridae_2440,120,,
2441,Scoloplacidae_2441,120,,
2442,Loricariidae_2442,120,,
2443,Astroblepidae_2443,120,,
2444,Callichthyidae_2444,120,,
2445,Chalceidae_2445,120,,
2446,Triportheidae_2446,120,,
2447,Characidae_2447,120,,1335.24
2448,Triportheidae_2448,120,,
2449,Gasteropelecidae_2449,120,,
2450,Bryconidae_2450,120,,718.11
2451,Acestrorhynchidae_2451,120,,
2452,Cynodontidae_2452,120,,
2453,Iguanodectidae_2453,120,,
2454,Chilodontidae_2454,55,,
2455,Parodontidae_2455,120,,
2456,Hemiodontidae_2456,120,,
2457,Anostomidae_2457,120,,
2458,Curimatidae_2458,120,,
2459,Prochilodontidae_2459,120,,
2460,Alestidae_2460,120,,1221.85
2461,Alestidae_2461,120,,1221.85
2462,Erythrinidae_2462,120,,
2463,Alestidae_2463,120,,1221.85
2464,Hepsetidae_2464,120,,
2465,Lebiasinidae_2465,120,,
2466,Ctenoluciidae_2466,120,,
2467,Serrasalmidae_2467,120,,
2468,Crenuchidae_2468,120,,
2469,Distichodontidae_2469,120,,
2470,Distichodontidae_2470,120,,
2471,Distichodontidae_2471,120,,
2472,Citharinidae_2472,120,,
2473,Distichodontidae_2473,120,,
2474,Citharinidae_2474,120,,
2475,Serpenticobitidae_2475,120,,
2476,Gastromyzontidae_2476,120,,
2477,Barbuccidae_2477,120,,
2478,Balitoridae_2478,120,,
2479,Cobitidae_2479,120,,607.92
2480,Nemacheilidae_2480,120,,
2481,Ellopostomatidae_2481,120,,1381.49
2482,Vaillantellidae_2482,120,,
2483,Botiidae_2483,120,,448.57
2484,Gyrinocheilidae_2484,120,,
2485,Catostomidae_2485,120,,
2486,Leptobarbidae_2486,120,,
2487,Tincidae_2487,120,,862.06
2488,Leuciscidae_2488,120,,
2489,Gobionidae_2489,120,,752.54
2490,Tanichthyidae_2490,120,,
2491,Acheilognathidae_2491,120,,
2492,Xenocyprididae_2492,120,,991.89
2493,Sundadanionidae_2493,120,,1820.64
2494,Danionidae_2494,120,28721,
2495,Psilorhynchidae_2495,120,,
2496,Cyprinidae_2496,120,,
2497,Gonorynchidae_2497,120,,
2498,Kneriidae_2498,120,,2581.06
2499,Chanidae_2499,120,,
2500,Alepocephalidae_2500,120,,
2501,Platytroctidae_2501,120,,623.7
2502,Clupeidae_2502,120,,
2503,Pristigasteridae_2503,120,,812.16
2504,Dussumieriidae_2504,120,,
2505,Chirocentridae_2505,120,,854.6
2506,Engraulidae_2506,120,,
2507,Dussumieriidae_2507,120,,
2508,Denticipitidae_2508,120,,
2509,Elopidae_2509,120,,567.4
2510,Megalopidae_2510,120,,
2511,Albulidae_2511,120,,979.05
2512,Notacanthidae_2512,120,,
2513,Halosauridae_2513,120,,
2514,Congridae_2514,120,,990.03
2515,Cyematidae_2515,120,,
2516,Serrivomeridae_2516,120,,
2517,Anguillidae_2517,120,,
2518,Nemichthyidae_2518,120,,
2519,Saccopharyngidae_2519,120,,
2520,Eurypharyngidae_2520,120,,
2521,Monognathidae_2521,120,,
2522,Moringuidae_2522,120,,
2523,Nettastomatidae_2523,120,,
2524,Ophichthidae_2524,120,,
2525,Muraenesocidae_2525,120,,
2526,Derichthyidae_2526,120,,
2527,Colocongridae_2527,120,,
2528,Derichthyidae_2528,120,,
2529,Chlopsidae_2529,120,,
2530,Myrocongridae_2530,120,,
2531,Muraenidae_2531,120,,
2532,Heterenchelyidae_2532,120,,
2533,Protanguillidae_2533,120,,
2534,Synaphobranchidae_2534,120,,
2535,Albulidae_2535,120,,
2536,Pantodontidae_2536,120,,
2537,Gymnarchidae_2537,120,,653.96
2538,Mormyridae_2538,120,,
2539,Notopteridae_2539,120,,749.22
2540,Osteoglossidae_2540,120,,
2541,Hiodontidae_2541,120,,661.28
2542,Acipenseridae_2542,120,,991.5
2543,Polyodontidae_2543,120,,1542.08
2544,Polypteridae_2544,120,,
2545,Herpelidae_2545,120,,3811.04
2546,Chikilidae_2546,120,,
2547,Siphonopidae_2547,120,,
2548,Dermophiidae_2548,120,,3779.43
2549,Indotyphlidae_2549,120,,
2550,Typhlonectidae_2550,120,,
2551,Caeciliidae_2551,120,,
2552,Scolecomorphidae_2552,120,,
2553,Ichthyophiidae_2553,120,,4685.94
2554,Rhinatrematidae_2554,120,,
2555,Cryptobranchidae_2555,120,,
2556,Hynobiidae_2556,120,,
2557,Sirenidae_2557,120,,
2558,Dicamptodontidae_2558,120,,5319.24
2559,Ambystomatidae_2559,120,,
2560,Salamandridae_2560,120,,
2561,Amphiumidae_2561,120,,
2562,Plethodontidae_2562,120,,
2563,Rhyacotritonidae_2563,120,,
2564,Proteidae_2564,120,,
2565,Leiopelmatidae_2565,120,,
2566,Ascaphidae_2566,120,,
2567,Pelodytidae_2567,120,28206.9,
2568,Megophryidae_2568,120,,3535.8
2569,Pelobatidae_2569,120,,484.15
2570,Ceratophryidae_2570,120,,2378.68
2571,Myobatrachidae_2571,120,,
2572,Limnodynastidae_2572,120,,
2573,Rheobatrachidae_2573,120,,
2574,Calyptocephalellidae_2574,120,,
2575,Dendrobatidae_2575,120,,
2576,Bufonidae_2576,120,,
2577,Alsodidae_2577,120,,
2578,Ceratophryidae_2578,120,,2378.68
2579,Cycloramphidae_2579,120,,
2580,Batrachylidae_2580,120,,
2581,Cycloramphidae_2581,120,,
2582,Alsodidae_2582,120,,
2583,Batrachylidae_2583,120,,
2584,Batrachylidae_2584,120,,
2585,Hylodidae_2585,120,,
2586,Ceratophryidae_2586,120,,2378.68
2587,Rhinodermatidae_2587,120,,5044.74
2588,Centrolenidae_2588,120,,
2589,Allophrynidae_2589,120,,
2590,Leptodactylidae_2590,120,,
2591,Hylidae_2591,120,,
2592,Hemiphractidae_2592,120,,
2593,Strabomantidae_2593,120,,
2594,Strabomantidae_2594,120,,
2595,Craugastoridae_2595,120,,
2596,Craugastoridae_2596,120,,
2597,Brachycephalidae_2597,120,,
2598,Eleutherodactylidae_2598,120,,
2599,Craugastoridae_2599,120,,
2600,Odontobatrachidae_2600,120,,
2601,Phrynobatrachidae_2601,120,,
2602,Ptychadenidae_2602,120,,3493.38
2603,Pyxicephalidae_2603,120,,
2604,Pyxicephalidae_2604,120,,
2605,Petropedetidae_2605,120,,
2606,Mantellidae_2606,120,,
2607,Rhacophoridae_2607,120,,
2608,Ranidae_2608,120,,
2609,Dicroglossidae_2609,120,,
2610,Nyctibatrachidae_2610,120,,7628.4
2611,Micrixalidae_2611,120,,
2612,Ranixalidae_2612,120,,
2613,Ceratobatrachidae_2613,120,,
2614,Microhylidae_2614,120,,
2615,Arthroleptidae_2615,120,,
2616,Hyperoliidae_2616,120,,
2617,Hemisotidae_2617,120,,
2618,Brevicipitidae_2618,120,,
2619,Sooglossidae_2619,120,,
2620,Nasikabatrachidae_2620,120,,
2621,Heleophrynidae_2621,120,,1563.37
2622,Pipidae_2622,120,27916,
2623,Rhinophrynidae_2623,120,,3210.87
2624,Bombinatoridae_2624,120,,
2625,Alytidae_2625,120,,
2626,Peramelidae_2626,120,,
2627,Peroryctidae_2627,120,,
2628,Peramelidae_2628,120,,
2629,Peramelidae_2629,120,,
2630,Thylacinidae_2630,120,,
2631,Myrmecobiidae_2631,120,,1.98
2632,Dasyuridae_2632,120,,
2633,Notoryctidae_2633,120,,
2634,Phascolarctidae_2634,120,,
2635,Vombatidae_2635,120,,
2636,Burramyidae_2636,120,,
2637,Phalangeridae_2637,120,,
2638,Potoroidae_2638,120,,
2639,Macropodidae_2639,120,,
2640,Pseudocheiridae_2640,120,,
2641,Petauridae_2641,120,,
2642,Tarsipedidae_2642,120,,
2643,Acrobatidae_2643,120,,
2644,Microbiotheriidae_2644,120,,
2645,Caenolestidae_2645,120,,
2646,Didelphidae_2646,120,,4679.11
2647,Solenodontidae_2647,120,,3192.7
2648,Soricidae_2648,120,,
2649,Erinaceidae_2649,120,,
2650,Talpidae_2650,120,,
2651,Manidae_2651,120,,
2652,Nandiniidae_2652,120,,
2653,Viverridae_2653,120,,
2654,Felidae_2654,120,,2384.85
2655,Viverridae_2655,120,,
2656,Eupleridae_2656,120,,3082.22
2657,Herpestidae_2657,120,,2448.21
2658,Hyaenidae_2658,120,,2388.97
2659,Canidae_2659,120,,2398.21
2660,Mustelidae_2660,120,,2405.75
2661,Procyonidae_2661,120,,
2662,Ailuridae_2662,120,,
2663,Mephitidae_2663,120,,
2664,Odobenidae_2664,120,,2208.19
2665,Otariidae_2665,120,,2706.87
2666,Phocidae_2666,120,,2363.59
2667,Ursidae_2667,120,20028,2232.74
2668,Equidae_2668,120,,2399.66
2669,Tapiridae_2669,120,,2425.2
2670,Rhinocerotidae_2670,120,,2464.37
2671,Camelidae_2671,120,,2035.8
2672,Physeteridae_2672,120,,2512.15
2673,Iniidae_2673,120,,
2674,Pontoporiidae_2674,120,,2596.28
2675,Lipotidae_2675,120,,
2676,Monodontidae_2676,120,,
2677,Phocoenidae_2677,120,,
2678,Delphinidae_2678,120,,
2679,Ziphiidae_2679,120,,2671.07
2680,Platanistidae_2680,120,,
2681,Balaenidae_2681,120,,4858.42
2682,Balaenopteridae_2682,120,,
2683,Balaenopteridae_2683,120,,4858.42
2684,Eschrichtiidae_2684,120,,
2685,Neobalaenidae_2685,120,,
2686,Hippopotamidae_2686,120,,4863.38
2687,Antilocapridae_2687,120,,
2688,Giraffidae_2688,120,,
2689,Moschidae_2689,120,,2526.63
2690,Bovidae_2690,120,,2631.3
2691,Cervidae_2691,120,,
2692,Tragulidae_2692,120,,2631.3
2693,Suidae_2693,120,,
2694,Tayassuidae_2694,120,,
2695,Craseonycteridae_2695,120,,
2696,Megadermatidae_2696,120,,
2697,Rhinopomatidae_2697,120,,
2698,Rhinonycteridae_2698,120,,
2699,Hipposideridae_2699,120,,
2700,Rhinolophidae_2700,120,,
2701,Pteropodidae_2701,120,,
2702,Nycteridae_2702,120,,
2703,Emballonuridae_2703,120,,
2704,Furipteridae_2704,120,,
2705,Noctilionidae_2705,120,,
2706,Thyropteridae_2706,120,,2501.91
2707,Mormoopidae_2707,120,,2111.75
2708,Phyllostomidae_2708,120,,
2709,Mystacinidae_2709,120,,
2710,Myzopodidae_2710,120,,
2711,Molossidae_2711,120,,2207.62
2712,Vespertilionidae_2712,120,,
2713,Natalidae_2713,120,,2149.06
2714,Leporidae_2714,120,,2703.26
2715,Ochotonidae_2715,120,,
2716,Gliridae_2716,120,,
2717,Aplodontiidae_2717,120,,2086.13
2718,Sciuridae_2718,120,,2478.97
2719,Platacanthomyidae_2719,120,,
2720,Cricetidae_2720,120,,2189.48
2721,Muridae_2721,120,43946.5,2306.07
2722,Nesomyidae_2722,120,,
2723,Calomyscidae_2723,120,,2397.72
2724,Spalacidae_2724,120,,3711.97
2725,Dipodidae_2725,120,,
2726,Anomaluridae_2726,120,,2835.25
2727,Pedetidae_2727,120,,2850.08
2728,Castoridae_2728,120,,
2729,Heteromyidae_2729,120,,
2730,Geomyidae_2730,120,,
2731,Laonastidae_2731,120,,
2732,Ctenodactylidae_2732,120,,
2733,Octodontidae_2733,120,,
2734,Octodontidae_2734,120,,
2735,Ctenomyidae_2735,120,,
2736,Ctenomyidae_2736,120,,
2737,Echimyidae_2737,120,,
2738,Echimyidae_2738,120,,
2739,Capromyidae_2739,120,,
2740,Echimyidae_2740,120,,
2741,Echimyidae_2741,120,,
2742,Myocastoridae_2742,120,,
2743,Echimyidae_2743,120,,
2744,Abrocomidae_2744,120,,
2745,Dinomyidae_2745,120,,
2746,Chinchillidae_2746,120,,3077.35
2747,Caviidae_2747,120,,
2748,Caviidae_2748,120,,
2749,Hydrochaeridae_2749,120,,
2750,Caviidae_2750,120,,
2751,Dasyproctidae_2751,120,,
2752,Cuniculidae_2752,120,,
2753,Erethizontidae_2753,120,,
2754,Petromuridae_2754,120,,
2755,Thryonomyidae_2755,120,,2518.31
2756,Bathyergidae_2756,120,,
2757,Hystricidae_2757,120,,
2758,Cynocephalidae_2758,120,,
2759,Lorisidae_2759,120,,
2760,Galagidae_2760,120,,
2761,Daubentoniidae_2761,120,,2470.92
2762,Lemuridae_2762,120,,2298.45
2763,Indriidae_2763,120,,
2764,Indriidae_2764,120,,
2765,Paleopropithecidae_2765,120,,2701.85
2766,Cheirogaleidae_2766,120,,2487.41
2767,Lepilemuridae_2767,120,,
2768,Pitheciidae_2768,120,,2933.56
2769,Cebidae_2769,120,,2897.82
2770,Cebidae_2770,120,,
2771,Aotidae_2771,120,,2861.68
2772,Atelidae_2772,120,,
2773,Hylobatidae_2773,120,,3033.62
2774,Hominidae_2774,120,36284,3286.64
2775,Cercopithecidae_2775,120,,3278.86
2776,Tarsiidae_2776,120,,3453.86
2777,Tupaiidae_2777,120,,
2778,Procaviidae_2778,120,,
2779,Trichechidae_2779,120,,
2780,Dugongidae_2780,120,,2137.23
2781,Elephantidae_2781,120,,
2782,Chrysochloridae_2782,120,,3897.62
2783,Tenrecidae_2783,120,,
2784,Macroscelididae_2784,120,,
2785,Orycteropodidae_2785,120,,3236.15
2786,Chlamyphoridae_2786,120,,
2787,Dasypodidae_2787,120,,
2788,Myrmecophagidae_2788,120,,
2789,Cyclopedidae_2789,120,,
2790,Bradypodidae_2790,120,,5335.6
2791,Megalonychidae_2791,120,,
2792,Tachyglossidae_2792,120,,
2793,Ornithorhynchidae_2793,120,,
2794,Dibamidae_2794,150,,
2795,Eublepharidae_2795,150,,3214.7
2796,Phyllodactylidae_2796,150,,
2797,Gekkonidae_2797,150,,
2798,Sphaerodactylidae_2798,150,,
2799,Eublepharidae_2799,150,,3214.7
2800,Diplodactylidae_2800,150,,
2801,Carphodactylidae_2801,150,,
2802,Pygopodidae_2802,150,,
2803,Eublepharidae_2803,150,,3214.7
2804,Eublepharidae_2804,150,,3214.7
2805,Scincidae_2805,150,,
2806,Cordylidae_2806,150,,
2807,Gerrhosauridae_2807,150,,
2808,Xantusiidae_2808,150,,
2809,Gerrhopilidae_2809,150,,
2810,Typhlopidae_2810,150,,
2811,Leptotyphlopidae_2811,150,,
2812,Boidae_2812,150,,
2813,Boidae_2813,150,,
2814,Tropidophiidae_2814,150,,
2815,Boidae_2815,150,,
2816,Boidae_2816,150,,
2817,Tropidophiidae_2817,150,,
2818,Loxocemidae_2818,150,,2490.27
2819,Pythonidae_2819,150,,
2820,Xenopeltidae_2820,150,,
2821,Anomochilidae_2821,150,,
2822,Cylindrophiidae_2822,150,,
2823,Uropeltidae_2823,150,,
2824,Bolyeridae_2824,150,,
2825,Hydrophiidae_2825,150,,1625.2
2826,Hydrophiidae_2826,55,,
2827,Cyclocoridae_2827,150,,
2828,Lamprophiidae_2828,150,,2870.1
2829,Elapidae_2829,150,,2038.82
2830,Colubridae_2830,150,,1706.96
2831,Dipsadidae_2831,150,,1706.96
2832,Acrochordidae_2832,150,,
2833,Homalopsidae_2833,150,,1315.62
2834,Viperidae_2834,150,,
2835,Pareatidae_2835,150,,
2836,Xenodermatidae_2836,150,,
2837,Acrochordidae_2837,150,,
2838,Tropidophiidae_2838,150,,
2839,Aniliidae_2839,150,,
2840,Anomalepididae_2840,150,,1672.32
2841,Varanidae_2841,150,,
2842,Lanthanotidae_2842,150,,
2843,Shinisauridae_2843,150,,
2844,Anguidae_2844,150,,
2845,Diploglossidae_2845,150,,
2846,Anniellidae_2846,150,,
2847,Helodermatidae_2847,150,,
2848,Xenosauridae_2848,150,,
2849,Iguanidae_2849,150,,1815.77
2850,Polychrotidae_2850,150,,1507.95
2851,Iguanidae_2851,150,,1815.77
2852,Iguanidae_2852,150,,1815.77
2853,Leiosauridae_2853,150,,
2854,Iguanidae_2854,150,,1815.77
2855,Dactyloidae_2855,150,,
2856,Iguanidae_2856,150,,1815.77
2857,Phrynosomatidae_2857,150,,
2858,Iguanidae_2858,150,,1815.77
2859,Chamaeleonidae_2859,150,,
2860,Agamidae_2860,150,,
2861,Teiidae_2861,150,,
2862,Gymnophthalmidae_2862,150,,1639.53
2863,Lacertidae_2863,150,,
2864,Rhineuridae_2864,150,,
2865,Amphisbaenidae_2865,150,,
2866,Trogonophidae_2866,150,,
2867,Cadeidae_2867,150,,
2868,Blanidae_2868,150,,
2869,Bipedidae_2869,150,,1391.41
2870,Sphenodontidae_2870,150,,4272.21
2871,Crocodylidae_2871,150,,
2872,Gavialidae_2872,150,,
2873,Alligatoridae_2873,150,,2161.73
2874,Aepyornithidae_2874,170,,2161.73
2875,Apterygidae_2875,170,,
2876,Casuariidae_2876,170,,1221.44
2877,Dromaiidae_2877,170,,1192.25
2878,Rheidae_2878,170,,1160.84
2879,Tinamidae_2879,170,,
2880,Emeidae_2880,170,,1190.76
2881,Dinornithidae_2881,170,,
2882,Emeidae_2882,170,,
2883,Struthionidae_2883,170,,1225.04
2884,Cacatuidae_2884,170,,1065.33
2885,Psittaculidae_2885,170,,1091.73
2886,Psittacidae_2886,170,,1121.79
2887,Cacatuidae_2887,170,,1065.33
2888,Hyliotidae_2888,170,,1030.54
2889,Thamnophilidae_2889,170,,1066.56
2890,Thamnophilidae_2890,170,,1066.56
2891,Formicariidae_2891,170,,1044.28
2892,Thamnophilidae_2892,170,,1066.56
2893,Formicariidae_2893,170,,
2894,Conopophagidae_2894,170,,1122.05
2895,Formicariidae_2895,170,,
2896,Formicariidae_2896,170,,
2897,Furnariidae_2897,170,,1020.01
2898,Dendrocolaptidae_2898,170,,1047.5
